window_size_bytes,window_size_human,status,boot_seconds,matched_line,last_output,command
65536,64KiB,booted,17.239,Welcome to Buildroot,Welcome to Buildroot,/home/liuchao11/GUI-VP_Kit/riscv-vp-plusplus/vp/build/bin/linux64-mc-vp --use-data-dmi --tlm-global-quantum=1000000 --use-dbbcache --use-lscache --tun-device=tun10 --dtb-file=/home/liuchao11/GUI-VP_Kit/dt/linux-vp_rv64_mc.dtb --kernel-file=/home/liuchao11/GUI-VP_Kit/buildroot_rv64/output/images/Image --mram-root-image=/home/liuchao11/GUI-VP_Kit/runtime_mram/mram_rv64_root.img --mram-data-image=/home/liuchao11/GUI-VP_Kit/runtime_mram/mram_rv64_data.img --memory-size=2147483648 --cache-ace-dram-window-size=65536 /home/liuchao11/GUI-VP_Kit/buildroot_rv64/output/images/fw_jump.elf
